"domainID","siteID","decimalLatitude","decimalLongitude","elevation","ecosystemType_Megapit","ecoregionWWF_Megapit","landCover_Megapit","dominantPlants_Tower","horizonName","biogeoTopDepth","biogeoBottomDepth","carbonTot","nitrogenTot","phH2o","coarseFrag2To5","coarseFrag5To20","coarseFrac2to20","sandTotal","siltTotal","clayTotal","bulkDensTopDepth","bulkDensBottomDepth","bulkDensExclCoarseFrag"
"D08","LENO",31.8531,-88.16103,8,"Temperate deciduous forest","temperate broadleaf or mixed forest","forest","Liquidambar styraciflua, Carpinus caroliniana, Ilex decidua","Oi",0,2,184.4,5.8,5.1,0,0,0,NA,NA,NA,0,2,0.1397
"D08","LENO",31.8531,-88.16103,8,"Temperate deciduous forest","temperate broadleaf or mixed forest","forest","Liquidambar styraciflua, Carpinus caroliniana, Ilex decidua","A",2,8,64.3,3.4,5.8,3,0,0.3,46.4,32.8,20.8,2,7,1.2136
"D08","LENO",31.8531,-88.16103,8,"Temperate deciduous forest","temperate broadleaf or mixed forest","forest","Liquidambar styraciflua, Carpinus caroliniana, Ilex decidua","Bw",8,21,11.3,1.1,5.2,0,0,0,51.1,31.1,17.8,9,19,1.0776
"D08","LENO",31.8531,-88.16103,8,"Temperate deciduous forest","temperate broadleaf or mixed forest","forest","Liquidambar styraciflua, Carpinus caroliniana, Ilex decidua","Bg1",21,58,7.8,0.7,4.9,0,0,0,35,39.4,25.6,35,40,1.3767
"D08","LENO",31.8531,-88.16103,8,"Temperate deciduous forest","temperate broadleaf or mixed forest","forest","Liquidambar styraciflua, Carpinus caroliniana, Ilex decidua","Bg2",58,102,7.2,0.7,4.9,0,0,0,30.2,40.6,29.2,70,75,1.4045
"D08","LENO",31.8531,-88.16103,8,"Temperate deciduous forest","temperate broadleaf or mixed forest","forest","Liquidambar styraciflua, Carpinus caroliniana, Ilex decidua","Bg3",102,147,6.8,0.9,4.9,0,0,0,16.7,49,34.3,110,115,1.4443
"D08","LENO",31.8531,-88.16103,8,"Temperate deciduous forest","temperate broadleaf or mixed forest","forest","Liquidambar styraciflua, Carpinus caroliniana, Ilex decidua","Bg4",147,200,9,1.2,4.9,0,0,0,8.5,51.4,40.1,160,165,1.3568
